Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
4FGL J0533.9+2838,178.88977,-2.3305295,157.80467,-22.41975448,3.3096485,0.021846326,-0.030592723,0.3121939,-0.67279345,-0.64354146,0.004924171,0.24298176,-0.8276603,-0.9986302,0.90761465,-0.9999946,0.520193846,PowerLaw,2.00E-04,0.6666667,,,,,0,0,16,0.999971297,2.87E-05,0.951382241,0.048617759,0.998271146,0.001728854,0.975168042,0.024831958,0,0.001,0,0
4FGL J0534.2+2751,179.58807,-2.684385,8684.497,-21.91022188,1.8480046,0.1968492,0.06187332,0.73293334,-0.91329503,0.7996369,3.63E-04,0.24057946,0.019686278,-0.41849595,-0.6723923,0.18616863,2.102665441,PowerLaw,0.088032894,0.6666667,,2FHL J0534.1+2753,,,0,0,0,0.999888869,1.11E-04,0.954793787,0.045206213,0.99630094,0.00369906,0.998528263,0.001471737,0,0,0,0
4FGL J0534.5+2201s,184.55287,-5.781456,50.548336,-20.96008408,3.8646383,0.06282914,0.5210417,1.7930875,-0.60067636,-0.9388299,0.019771222,0.26165476,-0.911851,-0.9969491,0.3961471,-0.93417215,6.290011078,PowerLaw,0.118690744,0.6666667,3FGL J0534.5+2201s,3FHL J0534.5+2201,PWN,Crab Nebula,1,0.9998551,20,0.999653873,3.46E-04,0.878513077,0.121486923,0.999995375,4.62E-06,0.928105844,0.071894156,0,0.053,0,0
4FGL J0535.1-5422,262.0898,-32.68844,1171.2706,-22.15847172,2.468341,0.24420953,0.2557768,2.1798275,-0.4590406,-0.81811625,0.004424301,0.49594784,-0.56771845,-0.6030228,-0.99999964,0.9966528,0.685205777,PowerLaw,0.15854403,0.6666667,,,,,0,0,0,0.999648147,3.52E-04,0.946707287,0.053292713,0.960590733,0.039409267,0.931583907,0.068416093,0,0.003,0,0
4FGL J0535.2-6736,277.75247,-32.160187,752.282,-21.16103445,2.624482,0.090004645,0.15324895,2.9743564,-0.049368676,-0.7845492,0.003025511,0.21535945,-0.6454642,-0.84569186,-0.96556413,-0.40421575,1.700806253,LogParabola,0.060864482,0.6666667,,,HMB,LMC P3,1,0.9778559,0,0.977688967,0.022311033,0.959165353,0.040834647,0.954363036,0.045636964,0.737587732,0.262412268,0,0.002,0,0
4FGL J0535.3+0934,195.39026,-12.126673,1328.7932,-22.00136629,2.6250138,0.2751942,0.3348615,2.0588613,0.450502,-0.8596151,0.00691591,0.6641913,-0.4800002,-0.8418306,-0.9990389,-0.9934243,3.257025575,PowerLaw,0.24640329,0.6666667,,,,,0,0,2,0.999931766,6.82E-05,0.959323428,0.040676572,0.995325189,0.004674811,0.97950585,0.02049415,0,0,0,0
4FGL J0537.5+0959,195.31013,-11.466014,1049.5591,-21.93861425,2.6236963,0.19914363,0.12851258,1.3044877,-0.16177702,-0.27455738,0.003632723,0.3462774,-0.9039731,-0.43193382,-0.66954327,-0.9999958,3.015413889,PowerLaw,0.118420005,0.6666667,3FGL J0537.0+0957,,,,0,0,16,0.999967844,3.22E-05,0.959957674,0.040042326,0.999005764,9.94E-04,0.972070092,0.027929908,0,0,0,0
4FGL J0537.8-6909,279.55023,-31.742825,5648.531,-20.5274725,2.0045516,0.06279695,-0.037493497,1.4733363,-0.9998355,0.992121,1.04E-04,0.088872194,-0.40342712,-0.6130444,-0.6470529,-0.14941165,1.474585435,PowerLaw,0.020711595,0.6666667,0FGL J0538.4-6856,3FHL J0537.9-6909,pwn,N 157B,0.9998788,0.9954455,4,0.998336111,0.001663889,0.954127727,0.045872273,0.986611753,0.013388247,0.972881972,0.027118028,0,0,0,0
4FGL J0539.2-6333,272.9448,-32.073387,2071.5608,-22.63784575,2.1483507,0.21928819,0.0741225,0.7246088,-1,0.9999988,0.00259028,0.43464327,-0.8588811,-0.084782094,-0.80208653,-0.9998476,2.435539227,PowerLaw,0.117501885,0.6666667,,,,,0,0,0,0.99947718,5.23E-04,0.959456802,0.040543198,0.999514342,4.86E-04,0.986564387,0.013435613,0,0,0,0
4FGL J0540.0-7552,287.282,-30.582247,975.2397,-21.3949531,2.3502395,0.17988808,0.34881294,3.540139,-0.369535,-0.3691681,0.003683825,0.35753673,-0.51130223,-0.78671664,-0.99971217,0.9936256,3.226519344,LogParabola,0.13676187,0.6666667,3FGL J0539.9-7553,,,,0,0,0,0.990345342,0.009654658,0.963398384,0.036601616,0.997546885,0.002453115,0.736801539,0.263198461,0,0,0,0
4FGL J0540.2+0655,198.3665,-12.429696,9692.408,-22.48544492,1.79784,0.62143314,0.36979228,1.3397493,-0.4593343,0.8129646,0.001764352,0.92691195,-0.6930756,-0.51572645,0.1870366,-0.55008703,2.558142095,PowerLaw,0.36605245,0.6666667,,3FHL J0540.2+0654,,,0,0,0,0.999538082,4.62E-04,0.954678485,0.045321515,0.99868204,0.00131796,0.992069071,0.007930929,0,0,0,0
4FGL J0540.3+2756e,180.24426,-1.4998169,1107.1104,-18.77629948,2.1986804,0.055631332,0.124881044,4.463512,-0.52644295,-0.35393333,7.27E-04,0.08962882,-0.5095046,-0.54472876,-0.78083557,-0.6160107,2.054523366,LogParabola,0.03126732,0.6666667,3FGL J0540.3+2756e,,SNR,Sim 147,,,4,0.878717727,0.121282273,0.89731733,0.10268267,0.903760319,0.096239681,0.754815643,0.245184357,0,0.017,0,0
4FGL J0540.6+5540,156.38763,12.950008,1221.565,-22.46120975,2.4508543,0.19437765,0.06518498,0.71796584,-0.40962282,-0.64653414,0.002427484,0.30556056,-0.6633075,-0.67939913,-0.5482401,-0.9998634,2.263636049,PowerLaw,0.10182997,0.6666667,,,,,0,0,2,0.999865446,1.35E-04,0.960021314,0.039978686,0.999074401,9.26E-04,0.995800987,0.004199013,0,0,0,0
4FGL J0540.7+3611,173.27489,2.937252,1243.5883,-20.94032882,2.5459323,0.33677018,0.8814547,4.0997458,-0.9997349,0.9969724,0.001617304,0.3279919,-0.32329753,-0.9724111,-0.99996746,0.14654802,1.922965367,LogParabola,0.25183544,0.6666667,,,,,0,0,16,0.136020605,0.863979395,0.726311986,0.273688014,0.760236658,0.239763342,0.238902421,0.761097579,1,0.233,0.003,1
4FGL J0543.9-0418,209.02463,-16.977465,955.38947,-21.83759849,2.5682943,0.21651529,0.14492168,1.5211787,0.9981216,-0.44879755,0.013440494,1.0774596,-0.844549,-0.5591109,-0.9999933,0.99988073,1.048289648,PowerLaw,0.12769319,0.6666667,,,,,0,0,2,0.999589209,4.11E-04,0.944447795,0.055552205,0.897813573,0.102186427,0.928402129,0.071597871,0,0.003,0,0
4FGL J0544.4+2238,185.2363,-3.5079103,1679.106,-21.69766834,2.5725582,0.11070637,-0.11890219,2.212843,-0.8374767,-0.8803263,8.59E-04,0.1620316,-0.79509515,-0.51252407,-0.69200534,-0.5493012,1.694267622,PowerLaw,0.03736152,0.6666667,3FGL J0544.7+2239,,,,0,0,0,0.99909357,9.06E-04,0.958526502,0.041473498,0.9923084,0.0076916,0.976243402,0.023756598,0,0,0,0
4FGL J0545.7+6016,152.54977,15.737077,1794.3387,-20.66399155,2.0432012,0.09045155,0.28473133,6.146476,0.9611703,-0.3186741,0.001241876,0.18003006,-0.22435197,-0.5349928,-0.6955328,-0.9997667,1.488497814,LogParabola,0.06481461,0.6666667,3FGL J0545.6+6019,3FHL J0545.8+6015,,,0,0,0,0.903634273,0.096365727,0.579044095,0.420955905,0.283920735,0.716079265,0.575668661,0.424331339,0,0.494,0.987,0.132
4FGL J0545.8-0905,213.75029,-18.678402,3094.2737,-21.46723724,2.2112253,0.15166602,0.022909328,0.33262098,-0.10520011,-0.8369586,4.08E-04,0.17885531,-0.42581892,-0.63191056,-0.55757433,-0.6731328,2.705372708,PowerLaw,0.06926307,0.6666667,,,,,0,0,25,0.999747235,2.53E-04,0.959147271,0.040852729,0.999658455,3.42E-04,0.997169419,0.002830581,0,0,0,0
4FGL J0546.5-1100,215.66595,-19.334515,401.6641,-22.15460977,2.8067243,0.3426198,0.4238198,2.2667217,-0.5484975,-0.43409318,0.012288014,0.77259755,-0.84700155,-0.99999976,-0.78969896,0.9986111,1.269274465,PowerLaw,0.19690917,0.6666667,,,,,0,0,0,0.999823712,1.76E-04,0.963203242,0.036796758,0.96817803,0.03182197,0.902704255,0.097295745,0,0.002,0,0
4FGL J0550.5-4356,250.34694,-28.998217,4802.6084,-22.32872257,1.855447,0.28846198,0.3399638,2.1005883,-0.90571725,-0.66759604,0.001819195,0.5870288,-0.6475216,-0.111537986,-0.4717835,-0.6252538,1.622110476,PowerLaw,0.18198265,0.6666667,1FGL J0550.8-4400,3FHL J0550.4-4356,,,0,0,0,0.999572588,4.27E-04,0.956893469,0.043106531,0.99732543,0.00267457,0.993913651,0.006086349,0,0,0,0
4FGL J0551.7+0446,201.70981,-10.96619,629.9481,-21.62642244,2.618105,0.24048427,0.77486557,4.6900373,-0.44809955,-0.32445148,0.003093735,0.25523263,-0.87942594,-0.7743236,-0.9995971,-0.9999849,1.998067647,LogParabola,0.20454463,0.6666667,1FGL J0551.6+0449c,,,,0,0,4,0.123493577,0.876506423,0.755307781,0.244692219,0.76684524,0.23315476,0.397446811,0.602553189,1,0.156,0,0.944
4FGL J0553.5+4810,164.07498,11.043522,390.9561,-22.74075536,2.874789,0.17032155,-0.031290714,0.29328844,-0.65335524,-0.68433917,0.002382148,0.17374927,-0.8917199,-0.31293172,-1,1,1.598683498,PowerLaw,0.08983141,0.6666667,,,,,0,0,0,0.999022688,9.77E-04,0.971885334,0.028114666,0.997519821,0.002480179,0.985198938,0.014801062,0,0,0,0
4FGL J0553.6+0100,205.31055,-12.360212,738.02484,-21.81180727,2.5975044,0.36607322,0.8636524,4.1357718,-0.43930373,-0.27858594,0.010107595,0.036939915,-0.7199569,-1,0.99965423,-0.33500725,1.41760421,LogParabola,0.2760815,0.6666667,,,,,0,0,16,0.99864776,0.00135224,0.933732398,0.066267602,0.989596091,0.010403909,0.833854451,0.166145549,0,0.003,0,0
4FGL J0553.9-5048,258.22327,-29.532024,2336.3147,-22.46809983,2.0935981,0.37298122,0.2133329,1.3341931,-0.73541164,-0.6258564,0.003169411,0.63335514,-0.64605904,-0.09140109,-0.94979084,-0.9777919,2.15949584,PowerLaw,0.21524905,0.6666667,,,,,0,0,0,0.998554853,0.001445147,0.959158473,0.040841527,0.998892961,0.001107039,0.982736099,0.017263901,0,0,0,0
4FGL J0554.0-0839,214.26372,-16.652565,2046.7904,-21.88036325,2.271962,0.19269483,0.08479459,0.91010845,0.9997148,-0.6688937,0.002794732,0.45457658,-0.6044601,-0.46286735,-0.74711585,-0.99957407,1.069227465,PowerLaw,0.11118747,0.6666667,,,,,0,0,0,0.999632329,3.68E-04,0.956507397,0.043492603,0.963344545,0.036655455,0.985148295,0.014851705,0,0,0,0
4FGL J0554.2-0259,209.02574,-14.076961,1738.7213,-22.05127958,2.4203305,0.15333939,-0.02952861,0.46980482,0.9869701,-0.37003615,0.001287808,0.15459079,-0.9497873,-0.6579137,0.2814053,-0.5516633,1.762861001,PowerLaw,0.057369057,0.6666667,,,,,0,0,0,0.999719557,2.80E-04,0.959213643,0.040786357,0.998561946,0.001438054,0.980107181,0.019892819,0,0,0,0
4FGL J0555.1+0150c,204.73898,-11.639255,1040.6855,-21.1152196,2.5227675,0.22031848,0.4666144,4.4512978,0.9020547,-0.1953375,0.010807981,0.8125361,-0.662395,-0.82777417,-0.9994097,-0.6048022,1.249598649,LogParabola,0.16414572,0.6666667,,,,,0,0,32,0.933398859,0.066601141,0.593557037,0.406442963,0.256710272,0.743289728,0.264589593,0.735410407,0,0.48,1,1
4FGL J0557.5-4452,251.65219,-27.952835,506.29218,-22.59333132,2.7899027,0.15901695,0.02761707,0.33863062,0.033877626,-0.7508541,0.003893775,0.29339236,-0.8340578,-0.6189226,-0.9998294,0.29899108,2.26836822,PowerLaw,0.08983297,0.6666667,,,,,0,0,16,0.999502118,4.98E-04,0.971941738,0.028058262,0.998755744,0.001244256,0.991897405,0.008102595,0,0,0,0
4FGL J0558.1-2113,226.81735,-20.877516,1416.1514,-21.93224625,2.2530541,0.21141668,0.29183522,2.459947,0.9190528,-0.33511397,0.00331999,0.41860935,-0.6887233,-0.4368088,-0.9053262,-0.9999964,1.427531194,PowerLaw,0.14753447,0.6666667,,,,,0,0,0,0.994936217,0.005063783,0.931620715,0.068379285,0.90651963,0.09348037,0.910233715,0.089766285,0,0.005,0,0
4FGL J0601.0-1016,216.56119,-15.808719,744.35156,-21.64840941,2.602886,0.3612761,0.81359595,3.6192272,-0.67515415,-0.17995551,0.001825774,0.29857814,-0.65426093,-0.984291,-0.9998539,0.83843815,1.506563288,LogParabola,0.48418486,0.6666667,,,,,0,0,1,0.072125558,0.927874442,0.84614831,0.15385169,0.8800732,0.1199268,0.40006222,0.59993778,1,0.042,0,0.96
4FGL J0601.4-6057,269.95184,-29.485565,1348.0736,-22.50567517,2.3677697,0.30842486,0.34115905,2.0712645,0.99983954,-0.299914,0.007647166,0.8412571,-0.55009127,-0.6450694,-0.90438426,0.035344984,1.386309501,PowerLaw,0.24686098,0.6666667,,,,,0,0,0,0.999364629,6.35E-04,0.943410699,0.056589301,0.946657184,0.053342816,0.923664042,0.076335958,0,0.004,0,0
4FGL J0608.6+1149,197.51508,-3.909119,3205.2861,-21.94641882,2.2113583,0.18688767,-0.009533196,0.106578134,0.9952768,-0.6609152,0.001418641,0.18788368,-0.92136365,0.24368474,-0.6630582,-0.6608048,2.487918344,PowerLaw,0.08367809,0.6666667,,,unk,NVSS J060835+114942,0,0.8162799,0,0.999702438,2.98E-04,0.958768361,0.041231639,0.99876516,0.00123484,0.99600325,0.00399675,0,0,0,0
4FGL J0608.8+2034c,189.86746,0.35267115,1711.7826,-20.82185119,2.5035691,0.19330128,0.24593559,2.9081452,-0.79330295,0.98025215,0.00429836,0.5451563,-0.72710353,-0.7275743,-0.81585705,-0.9991911,2.232217032,PowerLaw,0.1300282,0.6666667,2FGL J0608.3+2037,,unk,NVSS J060900+203746,0,0.81158346,32,0.767480846,0.232519154,0.951311101,0.048688899,0.946491589,0.053508411,0.546116937,0.453883063,0,0,0,0.233
4FGL J0609.0+2006,190.30644,0.16713028,1224.8394,-20.79844152,2.6315594,0.23761345,0.5246831,4.89657,-0.62138623,-0.35004267,0.01143938,0.8372642,-0.7743977,-0.77684146,-0.99998146,0.21313362,2.286892538,LogParabola,0.17913094,0.6666667,,,,,0,0,18,0.592438101,0.407561899,0.827085122,0.172914878,0.826320267,0.173679733,0.262174135,0.737825865,0,0.072,0,1
4FGL J0610.8-4911,256.91864,-26.58731,3771.7854,-22.74987448,2.0096834,0.18093732,-0.03221168,0.39947143,0.74341935,-0.85960263,4.59E-04,0.25770655,-0.55400324,-0.41465142,-0.76676935,-0.1792262,1.883414001,PowerLaw,0.070663705,0.6666667,,,,,0,0,0,0.999687565,3.12E-04,0.958657013,0.041342987,0.998105728,0.001894272,0.998136585,0.001863415,0,0,0,0
4FGL J0611.4-4722,254.97485,-26.120237,2309.233,-22.77771426,2.1157732,0.3458904,0.2944721,1.4678065,0.99801004,-0.81610036,0.004115207,0.65599316,-0.2591585,-0.7266425,-0.30161414,-0.99996114,2.125526837,PowerLaw,0.30724758,0.6666667,,,,,0,0,0,0.999925706,7.43E-05,0.958746211,0.041253789,0.997572837,0.002427163,0.983902762,0.016097238,0,0,0,0
4FGL J0611.5-2918,236.06233,-20.94384,1304.1578,-22.80249238,2.3380368,0.285212,0.19356501,1.2236887,-0.9999186,0.99919426,0.004368237,0.5265552,-0.6802476,-0.6060837,-0.9999175,-0.030846717,1.852876888,PowerLaw,0.17848909,0.6666667,,,,,0,0,0,0.997117088,0.002882912,0.959620198,0.040379802,0.995867503,0.004132497,0.953210023,0.046789977,0,0,0,0
4FGL J0616.5+2235,188.9625,2.9052534,9264.474,-19.23659159,2.0137534,0.10829542,0.06953349,2.266013,-0.9842582,-0.17829967,2.96E-04,0.13931498,0.9857008,-0.4128864,-0.55392885,-0.67420423,2.146637778,PowerLaw,0.035278242,0.6666667,,,,,0,0,20,0.740537579,0.259462421,0.950425528,0.049574472,0.980478703,0.019521297,0.946556919,0.053443081,0,0.004,0,0
4FGL J0617.2+2234e,189.04765,3.0334508,3665.2312,-16.70632946,2.056883,0.015746957,0.12396469,20.777721,0.31100628,-0.24356602,1.41E-04,0.019310035,-0.5481992,-0.5528164,-0.69399655,-0.65096515,2.21166765,LogParabola,0.005873362,0.6666667,3FGL J0617.2+2234e,3FHL J0617.2+2234e,SNR,IC 443,,,0,0.370273908,0.629726092,0.545470883,0.454529117,2.91E-06,0.999997089,0.843306962,0.156693038,0.917,0.533,1,0
4FGL J0617.6-4028,247.93144,-23.295969,513.2728,-22.66108548,2.7799048,0.14404362,-0.033719722,0.4301825,-0.6326537,-0.5780203,0.001729325,0.19146304,-0.7483456,-0.872936,-0.42620173,-0.99968535,4.476479354,PowerLaw,0.07097195,0.6666667,,,,,0,0,0,0.999970377,2.96E-05,0.97207054,0.02792946,0.999991831,8.17E-06,0.998777778,0.001222222,0,0,0,0
4FGL J0618.1+7819,135.67383,24.865604,2314.3413,-22.54389487,2.1701653,0.10951475,-0.099867634,1.6801864,0.99998194,-0.6234372,4.49E-04,0.21864551,-0.7057972,-0.29045883,-0.8350089,0.21960782,1.020950156,PowerLaw,0.03871525,0.6666667,3FGL J0618.0+7819,,sbg,NGC 2146,0.98871547,0.97111225,0,0.996872084,0.003127916,0.949614023,0.050385977,0.930412471,0.069587529,0.989160672,0.010839328,0,0,0,0
4FGL J0618.7+1211,198.38252,-1.5643221,348.44064,-21.90707253,2.9213681,0.3190864,0.40055618,2.9060514,-0.6106656,-0.57680064,0.007561511,0.37274995,-0.84473383,-1,0.7055643,0.9521034,0.658670579,PowerLaw,0.21131884,0.6666667,,,,,0,0,0,0.999877776,1.22E-04,0.959589339,0.040410661,0.986313496,0.013686504,0.913325556,0.086674444,0,0.003,0,0
4FGL J0618.9+2240c,189.14917,3.424281,2099.5422,-19.65027527,2.3128421,0.30779037,0.34341317,4.4941235,-0.504201,-0.6366078,0.004945694,0.51038694,-0.19443524,-0.6867076,-0.9016955,-0.727132,1.104664788,LogParabola,0.13097903,0.6666667,,,,,0,0,54,0.565150323,0.434849677,0.750535866,0.249464134,0.533800949,0.466199051,0.179289976,0.820710024,0.344,0.205,0.085,1
4FGL J0620.1+2246,189.18173,3.7160628,5038.347,-20.76521225,2.147466,0.15193999,0.04142219,0.81629163,-0.93514323,0.9991325,4.65E-04,0.22651796,-0.7707564,-0.5292228,-0.82229215,-0.25457653,1.410127926,PowerLaw,0.05641128,0.6666667,,,,,0,0,0,0.993941453,0.006058547,0.955222066,0.044777934,0.96702535,0.03297465,0.941454489,0.058545511,0,0,0,0
4FGL J0620.4+1445,196.30472,0.00341958,1064.7042,-21.42938135,2.562768,0.16856505,0.11508033,1.485375,0.9994566,-0.7098902,0.002827632,0.28846523,-0.7465119,-0.70596564,-0.6642716,-0.99999964,2.835994091,PowerLaw,0.0907199,0.6666667,,,,,0,0,266,0.998823752,0.001176248,0.959263568,0.040736432,0.995181816,0.004818184,0.98212262,0.01787738,0,0,0,0
4FGL J0620.7-5034,258.80237,-25.318722,8173.113,-23.35262471,1.759769,0.6338343,0.99999386,2.2314384,-0.9375266,0.24969408,0.001247304,0.05167955,-0.89801687,-0.32386988,0.28455347,-0.78957564,3.014255767,PowerLaw,0.003762181,0.6666667,,3FHL J0620.9-5033,,,0,0,0,0.999392525,6.07E-04,0.956005763,0.043994237,0.999753279,2.47E-04,0.978400374,0.021599626,0,0,0,0
4FGL J0624.7-4903,257.34122,-24.33489,636.8321,-22.73839549,2.617539,0.27350405,0.20718539,1.5001775,-0.20468193,-0.6701647,0.005598772,0.41980892,-0.7679638,-0.6166075,-0.9997626,-0.2477375,1.372673612,PowerLaw,0.18522209,0.6666667,,,,,0,0,0,0.998132285,0.001867715,0.969311921,0.030688079,0.987398975,0.012601025,0.946248904,0.053751096,0,0,0,0
4FGL J0625.5+7029,144.11327,23.350372,6014.5557,-23.14351539,1.8695805,0.38220075,0.16509794,1.0676495,-0.9566145,0.9991378,0.001140473,0.4799534,-0.8863218,0.33586895,-0.55648136,-0.6347454,1.734970872,PowerLaw,0.21651483,0.6666667,,,,,0,0,0,0.999366584,6.33E-04,0.95695711,0.04304289,0.996241622,0.003758378,0.987256195,0.012743805,0,0,0,0
4FGL J0631.0+5626,158.7006,19.648283,2492.196,-22.65606245,2.1120913,0.26907468,0.2723235,2.1724935,-0.9992172,0.9985472,0.003263408,0.5746361,-0.068806686,-0.40500167,-0.7425853,-0.9999993,1.659304423,PowerLaw,0.16907904,0.6666667,,,,,0,0,0,0.999425916,5.74E-04,0.955465507,0.044534493,0.987937443,0.012062557,0.969306545,0.030693455,0,0,0,0
4FGL J0632.8+0550,205.61147,-1.4479226,16727.78,-22.29991828,1.883186,0.29710582,-0.097915374,1.8098494,0.99664974,-0.7567915,6.62E-04,0.14116468,-0.9419617,-0.30532157,-0.24132273,-0.5881465,2.050634443,PowerLaw,0.062764056,0.6666667,,3FHL J0632.7+0550,hmb,HESS J0632+057,0.8,0.9237122,0,0.999643957,3.56E-04,0.940950015,0.059049985,0.872717584,0.127282416,0.990764912,0.009235088,0,0.011,0,0
4FGL J0633.9+5840,156.58951,20.744526,5175.85,-23.11204647,1.900615,0.26639763,0.038615435,0.39479625,-0.9560868,0.99833316,0.001099736,0.50997645,-0.6996231,-0.31392175,-0.30298802,-0.40573812,2.1083082,PowerLaw,0.109422155,0.6666667,,,,,0,0,0,0.999855208,1.45E-04,0.958706916,0.041293084,0.999441241,5.59E-04,0.998810685,0.001189315,0,0,0,0
4FGL J0634.2+0436e,206.87491,-1.7003806,882.7264,-18.57239326,2.2745686,0.049197767,0.21472685,8.398416,-0.22390887,-0.23224363,0.001407699,0.109554686,-0.5789766,-0.69440067,-0.7340929,-0.69972885,0.3371919,LogParabola,0.036433537,0.6666667,3FGL J0634.1+0424,,snr,Rosette,,,4,0.049627641,0.950372359,0.545089071,0.454910929,0.011069076,0.988930924,0.444818307,0.555181693,1,0.535,1,0.791
4FGL J0639.4+0655e,205.40027,0.5034855,755.66,-18.34342846,2.2635696,0.086279474,0.2782915,7.823113,0.15073337,-0.38044348,0.002212372,0.150137,-0.6161301,-0.7518496,-0.79682565,-0.733148,1.879520696,LogParabola,0.050736595,0.6666667,3FGL J0640.9+0752,,SNR,Monoceros,,,4,0.002133749,0.997866251,0.579481176,0.420518824,0.117071781,0.882928219,0.16191552,0.83808448,1,0.509,1,1
4FGL J0642.4+1048,202.28185,2.935228,819.55927,-21.7948185,2.6208076,0.27698305,0.3848455,2.678763,0.90343016,-0.24096152,0.006818869,0.60266113,-0.7284255,-0.74263173,-0.9999091,0.123753004,2.728599046,PowerLaw,0.19479322,0.6666667,,,,,0,0,2,0.997814359,0.002185641,0.956587198,0.043412802,0.968835073,0.031164927,0.924594453,0.075405547,0,0,0,0
4FGL J0642.9-6501,275.11096,-25.298267,1066.1147,-22.41551889,2.511851,0.22595549,0.13535155,1.0926933,-0.7729413,-0.3082322,0.004167983,0.4579036,-0.7874169,-0.5477883,-0.9999998,0.9085371,2.262966031,PowerLaw,0.14753366,0.6666667,,,,,0,0,0,0.999757366,2.43E-04,0.962939074,0.037060926,0.999088759,9.11E-04,0.981418382,0.018581618,0,0,0,0
4FGL J0647.7+0031,212.05276,-0.57211107,884.1549,-21.15797091,2.5571864,0.11770544,0.071447216,1.1355928,0.9999041,0.09467661,0.001239525,0.09520179,-0.8277371,-0.77152747,-0.52082795,-0.67575896,1.666528915,PowerLaw,0.07986805,0.6666667,3FGL J0647.6+0032,,spp,SNR G213.0-00.6,0.8,0,258,0.9953409,0.0046591,0.958490833,0.041509167,0.974108991,0.025891009,0.963850089,0.036149911,0,0,0,0
4FGL J0647.7-4418,253.67218,-19.200987,1775.3699,-22.03972893,2.1913476,0.2429732,0.24422783,2.0523918,-0.80333453,-0.36062613,0.00293395,0.4548465,-0.5486745,-0.38640213,-0.8704826,-0.99963266,2.376707772,PowerLaw,0.15382117,0.6666667,3FGL J0647.1-4415,,hmb,RX J0648.0-4418,0.8513498,0.80371433,0,0.997896416,0.002103584,0.958997054,0.041002946,0.998157971,0.001842029,0.960048672,0.039951328,0,0,0,0
4FGL J0648.6-3623,245.9736,-16.216476,941.14435,-22.46353429,2.51314,0.37141904,0.49692982,2.5227275,0.9997339,-0.5720505,0.008010744,0.7167087,-0.60263574,-0.81972677,-0.66628724,-0.99831444,2.188457062,PowerLaw,0.31896546,0.6666667,,,,,0,0,0,0.999843541,1.56E-04,0.957950261,0.042049739,0.975994503,0.024005497,0.952292033,0.047707967,0,0,0,0
4FGL J0650.2-5144,261.33643,-21.152489,6719.3823,-22.61585907,1.758038,0.4132611,0.28614196,1.8029681,0.68777907,-0.97254467,0.001073171,0.48923802,0.48364216,-0.44886342,-0.38836265,-0.25911373,2.041557811,PowerLaw,0.21776201,0.6666667,,,,,0,0,0,0.999467115,5.33E-04,0.954377774,0.045622226,0.996747992,0.003252008,0.996901981,0.003098019,0,0,0,0
4FGL J0650.6+2055,194.05469,9.203488,5243.5503,-21.50638663,1.7403374,0.11110891,0.093325414,1.9551245,0.98433596,-0.629751,3.59E-04,0.16082345,-0.14365885,-0.3472423,-0.37760496,-0.3885587,2.009983586,PowerLaw,0.05121575,0.6666667,3FGL J0650.5+2055,3FHL J0650.6+2055,unk,NVSS J065035+205556,0,0.9463466,0,0.999026421,9.74E-04,0.954511571,0.045488429,0.990395472,0.009604528,0.997962712,0.002037288,0,0,0,0
4FGL J0651.9-4330,253.15192,-18.204216,774.3141,-22.57863621,2.5669122,0.1880233,0.04311302,0.37537324,0.824791,-0.5197479,0.001876383,0.15419373,-0.69807416,-1,0.9999954,0.036035866,2.039454634,PowerLaw,0.12302381,0.6666667,,,,,0,0,0,0.999878733,1.21E-04,0.966907846,0.033092154,0.999867152,1.33E-04,0.995692282,0.004307718,0,0,0,0
4FGL J0652.9+4707,169.2314,19.763712,1240.3384,-21.72140264,2.3862703,0.24702609,0.9999742,5.5117145,-0.7898806,0.29275298,9.97E-04,0.061288036,-0.31657064,-0.98795396,0.15119936,-0.9999969,2.336919843,LogParabola,,0.6666667,,,,,0,0,2048,0.805288924,0.194711076,0.777604485,0.222395515,0.967000446,0.032999554,0.673051353,0.326948647,0,0.139,0,0.004
4FGL J0656.5+4218,174.26587,18.768856,3717.5356,-22.44586975,2.0205114,0.41433004,0.5273815,2.4194326,-0.5541236,0.89131576,0.003950497,0.9000448,-0.3857872,-0.24123597,-0.7248548,-0.99998266,1.171385998,PowerLaw,0.33135,0.6666667,,,,,0,0,0,0.999720516,2.79E-04,0.930922488,0.069077512,0.92427467,0.07572533,0.978018265,0.021981735,0,0.01,0,0
4FGL J0657.4-4658,256.94128,-18.510597,1524.7659,-21.43488157,2.2677224,0.20829156,0.37777513,3.1636026,0.99861383,0.06861236,0.003927577,0.49187744,-0.45149618,-0.5342193,-0.97942775,-0.99975514,1.751667901,LogParabola,0.158136,0.6666667,3FGL J0657.6-4701,,,,0,0,0,0.702058414,0.297941586,0.886724317,0.113275683,0.836009037,0.163990963,0.477573426,0.522426574,0,0.032,0,0.665
