Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,Category_Prob
4FGL J1106.2+7303,132.93782,41.9711,526.6269,-23.17305,2.9194353,0.14704251,-0.096417874,1.2716315,-0.17078303,-0.78004926,0.000776,0.6666667,-0.93739986,-0.0802213,-0.72198606,-0.9979207,1.64591614,PowerLaw,0.057631075,0.21763791,,,,,0,0,0,0.999821964,0.000178,0.983267192,0.016732808,0.990840912,0.009159088,0.995973642,0.004026358,0,0,0,0,AGN
4FGL J1106.7+3623,183.69153,65.99282,782.0944,-23.0277084,2.787654,0.1691443,-0.05678205,0.6087264,0.9918491,-0.63497305,0.002014433,0.6666667,-0.8511154,-0.46358636,-0.7946904,-0.9990981,3.41099452,PowerLaw,0.07667304,0.29018724,,,agn,SDSS J11066+3626,0.26,0,0,0.999765746,0.000234,0.982923058,0.017076942,0.998945111,0.001054889,0.997938427,0.002061573,0,0,0,0,AGN
4FGL J1106.7-1742,270.48828,38.476677,1356.0107,-21.2972572,2.2098062,0.20934996,0.4636921,4.352251,-0.9343824,0.48199302,0.004066752,0.6666667,-0.2739251,-0.6440304,-0.8505126,-0.9999967,2.41922273,LogParabola,0.15950976,0.47281715,3FGL J1106.6-1744,,,,0,0,0,0.927655296,0.072344704,0.92011625,0.07988375,0.9677915,0.0322085,0.826748592,0.173251408,0,0.003,0,0,AGN
4FGL J1109.1-4853,286.1453,10.611215,1694.2653,-22.1819758,2.3772879,0.35276216,0.47478226,1.7017847,-0.7694868,0.117555566,0.005829403,0.6666667,-0.67721635,-0.40447587,-0.9999555,0.9989156,2.52115659,PowerLaw,0.30984256,0.78286463,,,,,0,0,0,0.999296976,0.000703,0.973443116,0.026556884,0.998189366,0.001810634,0.981414782,0.018585218,0,0,0,0,AGN
4FGL J1109.4-6115e,290.98465,-0.7756157,10191.088,-18.6103414,1.9578977,0.041652773,0.033526484,1.8952506,0.85578626,-0.32081592,0.000116,0.6666667,-0.46068126,-0.47840643,-0.6064464,-0.3542331,0.697221311,PowerLaw,0.016576968,0.06828318,3FGL J1111.9-6038,3FHL J1109.4-6115e,,,,,4,0.564646221,0.435353779,0.918431988,0.081568012,0.36114294,0.63885706,0.871181932,0.128818068,0,0.028,0.914,0,MIXED
4FGL J1109.8+4406,166.5196,63.465343,306.18503,-23.2073201,2.9840152,0.18179409,0.07246445,0.6219528,0.2623265,-0.66436815,0.008146705,0.6666667,-0.87943566,-0.8900592,-0.9998587,-0.95386297,1.21579871,PowerLaw,0.12171846,0.3874934,,,agn,B3 1107+443,0.47,0,0,0.999095359,0.000905,0.986710238,0.013289762,0.943260943,0.056739057,0.980907678,0.019092322,0,0,0,0,AGN
4FGL J1111.4+0137,255.47101,55.00294,1930.3129,-22.6957722,2.283623,0.32678097,0.04310007,0.29299694,0.90024287,-0.84631026,0.003393117,0.6666667,-0.5946566,-0.42164776,-0.6747962,-0.99999917,1.01264776,PowerLaw,0.1501105,0.71736324,,,agn,2QZ J111130+0140,0.17,0,0,0.999598585,0.000401,0.976737834,0.023262166,0.984765318,0.015234682,0.994276389,0.005723611,0,0,0,0,AGN
4FGL J1112.2-6055,291.1699,-0.33157378,3282.185,-19.6424931,2.338633,0.205078,0.28758657,4.122875,-0.99983186,0.9966827,0.00297437,0.6666667,-0.5594914,-0.71902555,-0.74979824,-0.9408214,1.38809875,LogParabola,0.095200524,0.35211357,,3FHL J1112.5-6054,,FGES J1109.4-6115 field,0,0,18,0.13299161,0.86700839,0.822828114,0.177171886,0.665812543,0.334187457,0.570940907,0.429059093,1,0.091,0.281,0.135,MIXED
4FGL J1114.6+1225,241.15257,62.982784,1714.139,-22.717293,2.296968,0.4915706,0.9926017,2.1962276,0.98856354,-0.92546475,0.00313594,0.6666667,-0.11802222,-0.34616375,-0.9999782,-0.63970584,1.87988308,PowerLaw,0.14028981,0.09120684,,,,,0,0,0,0.996265549,0.003734451,0.943339453,0.056660547,0.947235406,0.052764594,0.96006662,0.03993338,0,0.001,0,0,AGN
4FGL J1115.1-6118,291.6333,-0.5680487,3203.1445,-19.8810512,2.3136852,0.07441997,0.028264455,0.9660066,0.98777807,-0.5165347,0.000305,0.6666667,-0.5950791,-0.7310929,-0.6060411,-0.5555513,0.720865082,PowerLaw,0.030292325,0.093973726,1FGL J1115.2-6124c,3FHL J1115.0-6117,,FGES J1109.4-6115 field,0,0,4,0.990668479,0.009331521,0.949166662,0.050833338,0.872067214,0.127932786,0.883779054,0.116220946,0,0.004,0,0,AGN
4FGL J1119.9-1007,269.06296,46.638348,1727.6085,-22.4479646,2.1874707,0.27607983,0.26157883,1.8276588,0.111051574,-0.7449538,0.00388116,0.6666667,-0.27090344,-0.58504546,-0.80650103,-0.99990255,2.92118852,PowerLaw,0.19218293,0.5404261,,,,,0,0,0,0.999800413,0.0002,0.978659457,0.021340543,0.998791551,0.001208449,0.993270517,0.006729483,0,0,0,0,AGN
4FGL J1120.0-2204,276.49228,36.05591,864.4607,-19.6992048,2.1728075,0.061931465,0.49218726,14.26362,0.9999541,-0.03279025,0.001826895,0.6666667,-0.44377357,-0.733345,-0.99972796,-0.9961302,1.65656558,LogParabola,0.052829947,0.15508015,3FGL J1119.9-2204,,,,0,0,0,7.18e-05,0.999928193,0.384043159,0.615956841,0.000195,0.999805337,0.021842768,0.978157232,1,0.768,1,1,PSR
4FGL J1120.1-2645,278.8841,31.809542,2582.3623,-21.7416713,1.9984715,0.12879948,0.04553379,0.7741364,-0.626096,-0.6462555,0.000605,0.6666667,-0.4886636,-0.45956278,-0.5688285,-0.34059727,2.90408899,PowerLaw,0.06155082,0.17478298,3FGL J1119.8-2647,,,,0,0,0,0.999874367,0.000126,0.977337649,0.022662351,0.999872001,0.000128,0.99952878,0.000471,0,0,0,0,AGN
4FGL J1122.0-0231,263.40033,53.34739,1322.9333,-22.4085544,2.441371,0.11856822,-0.087869786,1.5968504,-0.54027957,-0.51942,0.000262,0.6666667,-0.81423664,-0.5212202,-1,1,1.55889372,PowerLaw,0.042479385,0.16740002,,,agn,2QZ J112156-0229,0.15,0,1,0.998657142,0.001342858,0.978452118,0.021547882,0.993049779,0.006950221,0.989977665,0.010022335,0,0,0,0,AGN
4FGL J1122.4-6237,292.90384,-1.5064886,3295.2239,-21.0148311,2.3346705,0.16132636,0.03470304,0.51177466,0.7408115,-0.14203069,0.001021124,0.6666667,-0.6974449,-0.6841404,-0.5388319,-0.7399947,2.31646649,PowerLaw,0.07092563,0.132716,,,,,0,0,12,0.998836779,0.001163221,0.971530608,0.028469392,0.996241408,0.003758592,0.99012263,0.00987737,0,0,0,0,AGN
4FGL J1122.5-1440,272.94193,42.960064,888.2539,-22.3278196,2.5577369,0.13497987,-0.006812053,0.08833528,-0.7362958,-0.6909415,0.000858,0.6666667,-0.7312934,-0.9007747,-0.11865751,-0.3512308,1.95054101,PowerLaw,0.06907368,0.166355,,,,,0,0,0,0.999811543,0.000188,0.9850428,0.0149572,0.999780524,0.000219,0.996581303,0.003418697,0,0,0,0,AGN
4FGL J1123.2-5111,289.14804,9.30172,1588.4698,-22.2939995,2.3042762,0.29999724,0.3350794,2.1481903,-0.970394,0.9874638,0.004893169,0.6666667,-0.5679031,-0.51547635,-0.8228577,-0.99998647,1.70724101,PowerLaw,0.21185654,0.6195279,,,,,0,0,0,0.999340771,0.000659,0.96131936,0.03868064,0.986895868,0.013104132,0.973431139,0.026568861,0,0,0,0,AGN
4FGL J1123.8-4552,287.38257,14.338709,1849.3665,-21.6489391,2.210231,0.11065024,0.04177345,0.80883056,-0.98886627,0.9998286,0.000847,0.6666667,-0.7675268,-0.47921646,-0.5243249,-0.8835656,2.11495919,PowerLaw,0.055186767,0.17119214,3FGL J1123.6-4558,,,,0,0,0,0.998315074,0.001684926,0.974651394,0.025348606,0.998914,0.001086,0.997266666,0.002733334,0,0,0,0,AGN
4FGL J1125.2+2557,211.51497,70.70778,629.0844,-22.9451958,2.7474082,0.26374507,0.4450993,2.923689,0.98231095,-0.6639546,0.04428783,0.6666667,-0.85881096,-0.7163584,-0.9997486,-0.9394302,2.42530249,LogParabola,0.24710698,1.7634705,,,agn,SDSS J112553.27+261016.2,0.41,0,0,0.998223589,0.001776411,0.957863594,0.042136406,0.916770507,0.083229493,0.959297153,0.040702847,0,0.001,0,0,AGN
4FGL J1126.0-5007,289.20303,10.462621,2725.2852,-21.8164491,2.131738,0.33426997,0.97492576,4.5760064,0.8849213,-0.60218,0.003216842,0.6666667,-0.34726498,-0.26293707,-0.9999863,0.23391196,1.7886867,LogParabola,0.20599218,0.58222204,3FGL J1126.8-5001,,,,0,0,0,0.828073738,0.171926262,0.698067912,0.301932088,0.71443578,0.28556422,0.702811518,0.297188482,0,0.241,0,0,AGN
4FGL J1127.9-6158,293.2994,-0.6798978,1294.2826,-20.2861479,2.562029,0.20609406,0.40334263,4.7274966,-0.16993405,-0.42727423,0.003651155,0.6666667,-0.5919093,-0.807441,-0.954593,-0.99946076,1.57170863,LogParabola,0.15497528,0.39848965,,,,,0,0,256,0.314755167,0.685244833,0.623573749,0.376426251,0.58704295,0.41295705,0.460783936,0.539216064,1,0.342,0.187,0.75,MIXED
4FGL J1139.2-6247,294.79016,-1.0660292,2048.6501,-19.639183,2.3057444,0.09753779,0.21344285,5.161024,-0.9971787,0.96752393,0.001271773,0.6666667,-0.5417935,-0.51424193,-0.7789006,-0.9998888,1.73062337,LogParabola,0.06594642,0.21780442,,3FHL J1139.2-6248,,,0,0,0,0.291856441,0.708143559,0.694923439,0.305076561,0.719646866,0.280353134,0.536601761,0.463398239,1,0.242,0.002,0.294,MIXED
4FGL J1146.0-0638,275.43552,52.705055,5578.3037,-22.0444101,1.7490185,0.15695475,0.0970064,1.4392067,-0.9997606,0.9625182,0.000504,0.6666667,0.19740054,-0.2433756,-0.42875865,-0.37827337,1.63030666,PowerLaw,0.07640663,0.22549123,3FGL J1146.1-0640,3FHL J1145.9-0637,,,0,0,0,0.999844159,0.000156,0.968598991,0.031401009,0.997378811,0.002621189,0.999019954,0.00098,0,0,0,0,AGN
4FGL J1146.0-6822,296.94165,-6.2601137,2415.671,-22.0015999,2.4415772,0.29425582,0.29762194,2.9611902,-0.31604138,0.97030765,0.006801251,0.6666667,-0.72966677,-0.58911085,-0.90426296,-0.99998933,1.92130078,PowerLaw,0.13908422,1.4193531,,,,,0,0,0,0.998996138,0.001003862,0.93824706,0.06175294,0.932082961,0.067917039,0.944696589,0.055303411,0,0.005,0,0,AGN
4FGL J1150.1-6324,296.13556,-1.3421634,3260.4578,-21.2967827,2.4074697,0.25294098,0.072280414,0.9993415,0.99224216,-0.21498264,0.00170235,0.6666667,-0.5749873,-0.84683126,-0.4614915,-0.309017,0.561590259,PowerLaw,0.08911625,0.1544669,,,,,0,0,24,0.998243804,0.001756196,0.945555918,0.054444082,0.898047355,0.101952645,0.952422315,0.047577685,0,0.005,0,0,AGN
4FGL J1150.7-4613,292.10828,15.363338,1708.2302,-22.1493586,2.266143,0.15303016,0.05924087,0.8904208,0.99997634,-0.49839398,0.001477766,0.6666667,-0.8022433,-0.3110275,-0.65132433,-0.9995904,1.7392421,PowerLaw,0.0732937,0.2582003,,,,,0,0,0,0.999597964,0.000402,0.973289181,0.026710819,0.992671704,0.007328296,0.996288355,0.003711645,0,0,0,0,AGN
4FGL J1154.5-5952,295.8423,2.219096,872.30774,-21.2719286,2.6113317,0.27203065,0.6529084,3.8049605,0.9999965,-0.29098177,0.00177922,0.6666667,-0.6708416,-0.9434506,-0.6019234,-0.9840582,2.27957984,LogParabola,0.35723853,0.26232353,,,,,0,0,1,0.874227999,0.125772001,0.855229912,0.144770088,0.886376971,0.113623029,0.903902121,0.096097879,0,0.034,0,0,AGN
4FGL J1155.2-1111,281.51202,49.33286,4675.2183,-22.5814175,1.923659,0.42546815,0.20219563,1.42175,0.9914826,0.046355557,0.002779689,0.6666667,-0.6226135,-0.16174954,-0.5989951,-0.5458064,2.21049792,PowerLaw,0.23431025,0.8802637,3FGL J1155.3-1112,,,,0,0,0,0.999313945,0.000686,0.970579376,0.029420624,0.992852467,0.007147533,0.991233608,0.008766392,0,0,0,0,AGN
4FGL J1155.6-6245,296.6034,-0.5804386,1954.6328,-20.4938231,2.4883687,0.24423786,0.27504802,3.5724502,0.94377154,-0.7544721,0.007894547,0.6666667,-0.51773703,-0.7803136,-0.72132635,-1,0.986388771,LogParabola,0.11362927,0.6967506,,,,,0,0,25,0.771053092,0.228946908,0.72565817,0.27434183,0.52405827,0.47594173,0.773231591,0.226768409,0,0.185,0.477,0,AGN
4FGL J1157.7-6327,296.9778,-1.2074835,1272.7655,-20.5717418,2.6088247,0.20112537,0.33676472,4.0793304,0.91383183,-0.19001032,0.004136527,0.6666667,-0.7634737,-0.83806443,-0.90465206,-1,2.67642593,LogParabola,0.11090084,0.31612417,,,,,0,0,9,0.323576503,0.676423497,0.885612531,0.114387469,0.850789653,0.149210347,0.792556278,0.207443722,1,0.02,0,0,MIXED
4FGL J1158.8-1430,284.2849,46.457333,6672.9697,-22.8006602,1.8333291,0.20605226,-0.005709568,0.06841182,0.76723814,-0.33437148,0.000467,0.6666667,-0.7216422,-0.6770482,-0.07706339,-0.29199302,1.20469078,PowerLaw,0.08316256,0.31104183,,,,,0,0,0,0.999779975,0.00022,0.968745738,0.031254262,0.99544438,0.00455562,0.996777957,0.003222043,0,0,0,0,AGN
4FGL J1202.9-5717,296.39612,4.9595027,928.28687,-21.6342656,2.5699298,0.21854624,0.38975245,3.2567391,-0.25523078,-0.34315872,0.007054512,0.6666667,-0.689091,-0.7662777,-0.96608865,-0.9832283,2.53422849,LogParabola,0.1653492,0.57310945,,,,,0,0,1,0.967455499,0.032544501,0.970365407,0.029634593,0.979446183,0.020553817,0.954253089,0.045746911,0,0,0,0,AGN
4FGL J1203.4-6145,297.29086,0.59096277,1441.7498,-20.8681015,2.518568,0.26114652,0.40897647,3.676331,0.9968678,-0.76364356,0.006116686,0.6666667,-0.6032614,-0.81527865,-0.99997276,0.56202585,0.399279559,LogParabola,0.17160457,0.60852987,,,,,0,0,9,0.869638535,0.130361465,0.491385626,0.508614374,0.250574583,0.749425417,0.703315748,0.296684252,0,0.582,1,0,MIXED
4FGL J1203.5-1748,287.09903,43.59164,1496.3236,-22.0403925,2.25745,0.2751583,0.28916895,2.2380633,0.5497132,0.0650757,0.004203938,0.6666667,-0.5719241,-0.49653047,-0.99874365,-0.7419921,1.99726266,PowerLaw,0.18353575,0.55319357,3FGL J1203.9-1745,,,,0,0,0,0.998342605,0.001657395,0.96509967,0.03490033,0.966913967,0.033086033,0.976416993,0.023583007,0,0,0,0,AGN
4FGL J1203.9-6242,297.51788,-0.33813143,1800.0496,-18.9921379,2.4325457,0.06373947,0.32365015,9.138956,-0.42484644,-0.19363849,0.00192249,0.6666667,-0.583571,-0.7124629,-0.8920857,-0.9999728,0.605096279,LogParabola,0.04730815,0.22113274,3FGL J1203.9-6243,,psr,PSR J1203-63,0.12,0,0,0.000632,0.999367764,0.333260471,0.666739529,0.005782197,0.994217803,0.022479372,0.977520628,1,0.795,1,1,PSR
4FGL J1204.3-6111,297.28384,1.1671392,1043.3352,-21.1818149,2.5932522,0.3405522,0.5609494,3.7720425,0.94428253,0.2032987,0.002606393,0.6666667,-0.7927362,-0.857028,-0.7909592,-0.9998596,1.52321819,LogParabola,0.15015996,0.34057167,,,,,0,0,17,0.15382771,0.84617229,0.637372849,0.362627151,0.547637772,0.452362228,0.860807012,0.139192988,1,0.317,0.318,0,MIXED
4FGL J1204.5-5032,295.36453,11.636577,1313.2261,-21.145599,2.3341506,0.18785818,0.65600216,5.4130354,0.99793434,-0.3768578,0.006014194,0.6666667,-0.30306157,-0.7779418,-0.999139,-0.78678775,2.09909349,LogParabola,0.19083914,0.5784981,,,,,0,0,0,0.837095061,0.162904939,0.469671341,0.530328659,0.513377472,0.486622528,0.56146474,0.43853526,0,0.625,0.469,0.15,MIXED
4FGL J1205.1-5951,297.1379,2.4983559,3308.3071,-21.6272356,2.3004985,0.20141248,0.051593944,0.683184,0.81547916,0.998386,0.001040322,0.6666667,-0.7639141,-0.6140076,-0.9999997,0.99999654,2.07304618,PowerLaw,0.09363147,0.1211573,,,,,0,0,29,0.986280751,0.013719249,0.968067208,0.031932792,0.982902739,0.017097261,0.963618032,0.036381968,0,0,0,0,AGN
4FGL J1207.4-1840,288.62915,42.978966,2218.3867,-22.651,2.1512697,0.31039736,0.26663494,1.8234507,-0.999896,0.9954361,0.004223669,0.6666667,-0.33224788,-0.79476476,-0.28064078,-1,2.42867013,PowerLaw,0.20313807,0.6475481,,,,,0,0,0,0.999782192,0.000218,0.97692852,0.02307148,0.99919916,0.000801,0.988348508,0.011651492,0,0,0,0,AGN
4FGL J1207.4-4536,294.93698,16.575975,1268.9241,-21.2280433,2.291163,0.2062069,0.6180087,5.2916265,0.9748388,-0.47252414,0.005778533,0.6666667,-0.1668583,-0.7033798,-0.9999636,-0.9979531,1.15052467,LogParabola,0.19066454,0.6096185,3FGL J1207.6-4537,,,,0,0,0,0.847793694,0.152206306,0.398109265,0.601890735,0.225614163,0.774385837,0.55442425,0.44557575,0,0.732,1,0.18,MIXED
4FGL J1207.9-6443c,298.308,-2.2492628,1507.9823,-20.7218631,2.4784722,0.24067551,0.5262808,4.157727,-0.47473395,-0.5335944,0.006371948,0.6666667,-0.44896707,-0.6499481,-0.9999484,-0.5525651,2.35793225,LogParabola,0.2359018,0.7473005,,,,,0,0,32,0.891839,0.108161,0.922065947,0.077934053,0.947355704,0.052644296,0.713705992,0.286294008,0,0.008,0,0,AGN
4FGL J1208.0-6900,299.0436,-6.4596033,1171.3185,-20.914038,2.374659,0.133876,0.34113562,4.9027653,-0.9645882,0.6704165,0.003442308,0.6666667,-0.49847803,-0.6549186,-0.9999323,-0.990499,1.57721421,LogParabola,0.09920206,0.36018097,3FGL J1208.0-6901,,,,0,0,0,0.28755554,0.71244446,0.656328216,0.343671784,0.749790418,0.250209582,0.381733801,0.618266199,1,0.276,0,0.977,MIXED
4FGL J1208.2+1158,267.0914,71.774086,2500.9197,-22.7115367,2.1046228,0.29153016,0.15517795,1.1249423,-0.99794334,0.98597986,0.002905334,0.6666667,-0.73261607,-0.22059675,-0.9489074,0.578552,2.59022566,PowerLaw,0.16498432,0.5780948,,,agn,SDSS J12086+1159,0.45,0,0,0.998225712,0.001774288,0.978312358,0.021687642,0.999010839,0.000989,0.991079592,0.008920408,0,0,0,0,AGN
4FGL J1208.5-5512,296.79413,7.1539826,1481.976,-22.1971496,2.3427446,0.32257918,0.3816408,2.3816342,0.9198369,-0.25202924,0.003707402,0.6666667,-0.7102144,-0.4391902,-0.9617896,-0.997792,1.84720891,PowerLaw,0.22299594,0.4707084,,,,,0,0,0,0.996872636,0.003127364,0.941656936,0.058343064,0.947185499,0.052814501,0.97118801,0.02881199,0,0.003,0,0,AGN
4FGL J1209.4-6421c,298.41177,-1.8487557,2359.6448,-21.3185412,2.514412,0.30440742,0.17164837,1.8617618,-0.44524023,0.98885673,0.012427876,0.6666667,-0.6212108,-0.844062,-0.83408886,-0.22053199,1.68297756,PowerLaw,0.1389358,1.3142529,,,,,0,0,56,0.995984939,0.004015061,0.959706832,0.040293168,0.96145975,0.03854025,0.932130548,0.067869452,0,0.001,0,0,AGN
4FGL J1209.9-5923,297.66248,3.0545275,1070.4412,-21.4334047,2.6136036,0.38118967,0.59682024,3.8703482,0.9728598,-0.58536404,0.008890052,0.6666667,-0.68517584,-0.815622,-0.99973196,-0.9080411,2.41901079,LogParabola,0.3031762,0.74394196,,,,,0,0,24,0.833879645,0.166120355,0.875739904,0.124260096,0.843902535,0.156097465,0.917642703,0.082357297,0,0.021,0,0,AGN
4FGL J1210.4-6250,298.26797,-0.33482808,1179.1344,-19.962436,2.5275397,0.2393035,0.8283856,5.9795847,-0.9979404,0.9520825,0.001245444,0.6666667,-0.40421632,-0.9563868,-0.35774514,-0.99992174,1.56943648,LogParabola,0.17640361,0.22814094,,,unk,ERC030 G298.25-00.28,0.98,0,16,0.019025873,0.980974127,0.433858217,0.566141783,0.573622974,0.426377026,0.458118171,0.541881829,1,0.696,0.308,0.72,MIXED
4FGL J1210.4-6100c,297.9862,1.4679011,2887.593,-21.3616006,2.406673,0.21465454,0.089226894,1.2589657,-0.99920297,0.9960715,0.001621129,0.6666667,-0.70597094,-0.7505514,-0.93011177,-0.016383141,2.63042636,PowerLaw,0.08426137,0.13785112,,,,,0,0,41,0.980647522,0.019352478,0.971730521,0.028269479,0.996518929,0.003481071,0.968924747,0.031075253,0,0,0,0,AGN
4FGL J1210.7-6005c,297.87177,2.383833,2692.7883,-21.5219843,2.4103162,0.25401446,0.18998407,1.8624504,-0.9885431,0.997933,0.008537603,0.6666667,-0.75710404,-0.7330105,-0.73827755,-0.6223321,1.98932584,PowerLaw,0.12178263,1.1460774,,,,,0,0,296,0.9954257,0.0045743,0.966836768,0.033163232,0.988175757,0.011824243,0.938872351,0.061127649,0,0,0,0,AGN
4FGL J1213.9-4416,295.8925,18.079628,1449.4768,-21.1378915,2.3277233,0.11366212,0.18773581,3.1770492,0.70794314,0.6166561,0.00268626,0.6666667,-0.7383853,-0.57301575,-0.8134332,-0.8600219,1.46030995,LogParabola,0.07652968,0.27885774,3FGL J1213.9-4412,,,,0,0,0,0.724380999,0.275619001,0.792459788,0.207540212,0.777531484,0.222468516,0.907882713,0.092117287,0,0.096,0,0,AGN
4FGL J1214.5-2318,292.03503,38.777622,2643.1987,-22.0828561,2.0816722,0.22845747,0.27307606,2.4515207,0.26776606,0.80442846,0.002920623,0.6666667,-0.24884045,-0.5304601,-0.65465474,-0.9998955,2.47754955,PowerLaw,0.15448508,0.53114104,3FGL J1214.4-2315,,,,0,0,0,0.99965809,0.000342,0.968940414,0.031059586,0.991264487,0.008735513,0.993350902,0.006649098,0,0,0,0,AGN
4FGL J1214.7-5858,298.2074,3.5635238,1535.8276,-21.4279793,2.432666,0.18112423,0.0927392,1.3475976,-0.82445717,0.63269746,0.003170571,0.6666667,-0.7759851,-0.62391865,-0.99990994,0.9939902,1.74284607,PowerLaw,0.07947213,0.4991797,,,,,0,0,5,0.972162246,0.027837754,0.969819915,0.030180085,0.992456697,0.007543303,0.965122899,0.034877101,0,0,0,0,AGN
4FGL J1216.2+0537,280.081,66.922195,2048.1982,-22.5645713,2.1771283,0.2896607,0.15281013,0.93545145,0.92541254,-0.8768182,0.002696654,0.6666667,-0.27976766,-0.6782089,-0.5220016,-0.9999607,2.77092664,PowerLaw,0.1766985,0.51985437,,,agn,SDSS J12168+0541,0.32,0,0,0.999883906,0.000116,0.979115648,0.020884352,0.999066342,0.000934,0.995345737,0.004654263,0,0,0,0,AGN
4FGL J1216.2-0600,287.23694,55.79061,708.6907,-21.5106064,2.530562,0.09639939,0.061477635,1.0691373,-0.27178743,-0.5766515,0.002062052,0.6666667,-0.7577856,-0.61747754,-0.89911675,-0.99984187,1.72797174,PowerLaw,0.061566718,0.17980812,3FGL J1216.6-0557,,agn,NVSS J121627-055615,0.5,0,0,0.989340671,0.010659329,0.987698295,0.012301705,0.9909845,0.0090155,0.977246161,0.022753839,0,0,0,0,AGN
4FGL J1216.4-1358,290.17413,48.0283,3740.117,-22.5390467,2.0309262,0.17051122,-0.028489586,0.3497124,-0.9996031,0.69157135,0.000419,0.6666667,0.8309174,-0.703543,-0.9979914,0.9939299,2.8781219,PowerLaw,0.07149412,0.23147717,,,,,0,0,0,0.999644165,0.000356,0.977027132,0.022972868,0.999847185,0.000153,0.985775605,0.014224395,0,0,0,0,AGN
4FGL J1216.8-5955,298.60593,2.655687,1420.5975,-20.6122083,2.5442684,0.13728195,0.28084597,4.2745843,-0.44190702,-0.40908897,0.003378824,0.6666667,-0.74234223,-0.7357924,-0.9995916,-0.9483707,1.46061202,LogParabola,0.10031257,0.30125573,,,,,0,0,1,0.381729575,0.618270425,0.746656213,0.253343787,0.711954846,0.288045154,0.711033756,0.288966244,1,0.134,0,0,MIXED
4FGL J1217.2-2500,293.20374,37.218723,1229.5621,-22.3974519,2.3858435,0.47806814,0.63621557,2.9305894,-0.9374072,0.9992571,0.009301736,0.6666667,-0.4836143,-0.6358791,-0.9999997,0.51023626,1.20059644,PowerLaw,0.38910893,0.94914645,,,,,0,0,16,0.998411723,0.001588277,0.870922359,0.129077641,0.919255009,0.080744991,0.93024845,0.06975155,0,0.03,0,0,AGN
4FGL J1218.6-1049,290.01154,51.22011,422.82535,-22.8831607,2.8315759,0.40079072,0.6874057,2.9810805,-0.11472373,-0.35434085,0.020582356,0.6666667,-0.86370003,-1,0.99997777,-0.99978685,2.67541604,LogParabola,0.34662396,1.0295497,,,,,0,0,1,0.999181615,0.000818,0.989639216,0.010360784,0.999489745,0.00051,0.967654955,0.032345045,0,0,0,0,AGN
4FGL J1220.1-5558,298.5321,6.635302,1514.1364,-21.5410624,2.4063241,0.15913746,0.17036566,2.0241768,0.9623713,-0.6512158,0.002522675,0.6666667,-0.5669231,-0.63653785,-0.94994265,-0.99688804,2.71591996,PowerLaw,0.10003076,0.3115872,,,,,0,0,0,0.988988852,0.011011148,0.969501183,0.030498817,0.990289184,0.009710816,0.984124781,0.015875219,0,0,0,0,AGN
4FGL J1220.1-2458,294.01416,37.35705,5467.7573,-22.2230576,1.8821644,0.18156268,0.059543096,0.7859219,-0.39867985,-0.77131516,0.000654,0.6666667,-0.49399775,-0.2788437,-0.5503827,-0.24444628,2.17173945,PowerLaw,0.08297049,0.2744364,3FGL J1220.0-2502,3FHL J1220.1-2459,,,0,0,0,0.99988895,0.000111,0.973319908,0.026680092,0.999307926,0.000692,0.999500759,0.000499,0,0,0,0,AGN
4FGL J1220.5-2745,294.63467,34.60864,776.096,-22.5859942,2.6325696,0.19341339,0.076375894,0.7369346,-0.726847,-0.58370614,0.003508768,0.6666667,-0.9162846,-0.16341645,-0.97296757,-0.99974674,2.63697698,PowerLaw,0.117437534,0.31759143,,,agn,AT20G J122033-273601,0.33,0,0,0.999349074,0.000651,0.987774401,0.012225599,0.99937927,0.000621,0.994910732,0.005089268,0,0,0,0,AGN
4FGL J1221.4-0634,289.7109,55.517765,1090.6469,-20.8028804,2.2259698,0.11352214,0.35048434,4.8670588,-0.49766165,-0.33406818,0.003378801,0.6666667,-0.42037603,-0.6664941,-0.9141328,-0.4826694,1.74883217,LogParabola,0.097783595,0.3493248,3FGL J1221.5-0632,,,,0,0,0,0.10278018,0.89721982,0.752689849,0.247310151,0.845177593,0.154822407,0.353702704,0.646297296,1,0.119,0,0.996,MIXED
4FGL J1224.6+7011,126.23276,46.759975,407.79312,-22.844065,3.0066102,0.097213425,-0.06284736,1.0032617,0.9836215,-0.70322335,0.000606,0.6666667,-0.8829636,-0.64905375,-0.5748998,-0.99957263,2.27399735,PowerLaw,0.050859023,0.12056825,,,agn,2MASS J12261600+7019146,0.1,0,18,0.999809136,0.000191,0.985856843,0.014143157,0.989411307,0.010588693,0.994662461,0.005337539,0,0,0,0,AGN
